EngSize,Age,Gender,Marital,exp,Owner,Garage,AntiTFD,import,LossClass,vAgeNew
3,36,男,已婚,5,公司,无,有防盗装置,进口,0,新车
1.3,35,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.5,35,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.6,35,男,已婚,5,公司,有,无防盗装置,国产,0,新车
1.8,35,男,未婚,5,私人,有,无防盗装置,进口,0,新车
1.8,35,男,已婚,5,私人,有,无防盗装置,国产,0,新车
1.8,35,男,已婚,5,私人,有,有防盗装置,国产,0,新车
1.8,35,女,已婚,5,私人,有,无防盗装置,进口,1,新车
2,35,男,已婚,5,私人,无,无防盗装置,国产,0,新车
2,35,女,已婚,5,私人,有,无防盗装置,进口,1,新车
1.6,34,男,已婚,5,私人,有,无防盗装置,国产,0,新车
1.8,34,男,已婚,5,私人,有,有防盗装置,进口,0,新车
1.8,34,女,已婚,5,私人,有,有防盗装置,进口,0,新车
1.8,34,女,已婚,5,私人,有,有防盗装置,国产,1,新车
1.8,34,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.8,34,女,已婚,5,私人,有,无防盗装置,进口,1,新车
2.5,34,男,已婚,5,私人,有,无防盗装置,进口,1,新车
1.5,33,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.8,33,男,已婚,5,私人,有,无防盗装置,进口,0,新车
1.8,33,女,已婚,5,私人,有,无防盗装置,国产,0,新车
1.8,33,男,已婚,5,公司,有,无防盗装置,国产,1,新车
2,33,男,已婚,5,私人,有,有防盗装置,进口,0,新车
2,33,男,已婚,5,公司,有,有防盗装置,进口,1,新车
2.4,33,男,已婚,5,私人,有,无防盗装置,进口,1,新车
1.6,32,女,已婚,5,私人,有,无防盗装置,国产,0,新车
1.6,32,男,已婚,5,公司,有,无防盗装置,国产,1,新车
1.5,31,男,已婚,5,私人,有,无防盗装置,国产,0,新车
1.6,31,男,已婚,5,私人,有,无防盗装置,国产,0,新车
1.6,31,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.8,31,男,已婚,5,私人,有,有防盗装置,国产,0,新车
1.8,31,男,已婚,5,政府,有,无防盗装置,国产,0,新车
1.8,31,男,已婚,5,私人,有,无防盗装置,国产,1,新车
2.4,31,男,已婚,5,私人,有,有防盗装置,进口,1,新车
2.5,31,男,已婚,5,私人,有,无防盗装置,进口,0,新车
1.6,30,男,已婚,5,私人,无,有防盗装置,国产,0,新车
1.6,30,女,已婚,5,私人,有,有防盗装置,国产,0,新车
1.6,30,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.8,30,男,已婚,5,私人,有,无防盗装置,国产,0,新车
2.3,30,男,已婚,5,私人,无,无防盗装置,进口,1,新车
1.3,29,女,已婚,5,私人,有,无防盗装置,国产,0,新车
1.3,29,男,已婚,5,私人,有,无防盗装置,国产,1,新车
1.4,29,女,已婚,5,私人,有,无防盗装置,国产,0,新车
1.8,29,女,已婚,5,私人,有,无防盗装置,国产,1,新车
1.8,29,男,已婚,5,私人,无,有防盗装置,国产,1,新车
1.1,28,男,已婚,5,私人,无,无防盗装置,国产,0,新车
1.8,28,男,已婚,5,私人,有,无防盗装置,国产,0,新车
2.3,28,男,已婚,5,私人,有,无防盗装置,进口,0,新车
2,27,男,已婚,5,私人,无,有防盗装置,国产,0,新车
2,26,男,未婚,5,公司,有,有防盗装置,国产,1,新车
1,25,男,已婚,5,公司,有,有防盗装置,国产,0,新车
1.8,35,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,55,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,53,男,已婚,4,公司,无,无防盗装置,国产,0,旧车
1.8,51,男,已婚,4,公司,无,无防盗装置,进口,1,旧车
1.6,37,男,已婚,4,政府,无,无防盗装置,国产,0,旧车
1.4,30,男,未婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,47,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2.2,44,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,42,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,39,女,已婚,4,私人,有,无防盗装置,进口,1,旧车
1.6,38,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,36,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,36,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,34,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.6,33,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
2,32,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,31,男,已婚,4,政府,无,无防盗装置,进口,0,旧车
2.2,29,男,未婚,4,公司,有,无防盗装置,进口,0,旧车
1.6,25,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,52,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,48,男,已婚,4,公司,有,无防盗装置,国产,1,旧车
1.5,40,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,40,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1,35,男,已婚,4,公司,有,无防盗装置,进口,0,旧车
1.8,35,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,33,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
3,33,男,已婚,4,公司,有,无防盗装置,进口,0,旧车
2,32,男,已婚,4,私人,无,有防盗装置,进口,0,旧车
2.2,30,男,已婚,4,私人,有,有防盗装置,进口,0,旧车
1.6,29,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
2,50,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.6,47,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.6,47,男,已婚,4,私人,无,无防盗装置,国产,1,旧车
1.6,45,男,已婚,4,私人,有,有防盗装置,国产,1,旧车
1.8,44,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,43,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,42,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.6,41,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,41,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,政府,无,有防盗装置,进口,0,旧车
2.4,39,男,已婚,4,私人,有,有防盗装置,进口,0,旧车
1.8,38,女,已婚,4,公司,有,无防盗装置,国产,0,旧车
3,37,女,已婚,4,私人,有,无防盗装置,进口,1,旧车
1.8,36,女,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.8,35,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,32,男,已婚,4,公司,有,无防盗装置,进口,1,旧车
1.6,31,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,4,政府,有,无防盗装置,国产,1,旧车
1.6,30,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,29,男,已婚,4,公司,有,无防盗装置,国产,1,旧车
1.6,28,男,已婚,4,公司,无,无防盗装置,国产,1,旧车
1.8,27,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,27,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,27,男,已婚,4,公司,无,无防盗装置,国产,1,旧车
1.6,24,男,未婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,47,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,45,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,44,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,44,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,44,男,已婚,4,公司,无,无防盗装置,进口,0,旧车
1.8,40,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
1.2,39,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,4,公司,有,无防盗装置,进口,0,旧车
1.6,38,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
2.6,38,女,已婚,4,私人,有,无防盗装置,进口,1,旧车
1.8,37,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,36,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,36,男,已婚,4,公司,有,有防盗装置,国产,0,旧车
2,36,男,已婚,4,政府,有,有防盗装置,进口,0,旧车
1.8,34,男,已婚,4,公司,有,无防盗装置,国产,1,旧车
1.8,33,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
1,31,男,已婚,4,公司,无,无防盗装置,进口,0,旧车
1.8,31,男,已婚,4,公司,有,无防盗装置,国产,1,旧车
1.8,30,男,已婚,4,政府,无,无防盗装置,进口,0,旧车
1.8,23,男,未婚,4,政府,无,有防盗装置,国产,1,旧车
2,57,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.6,50,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,50,男,已婚,4,私人,无,无防盗装置,国产,1,旧车
1.8,49,男,已婚,4,公司,无,无防盗装置,国产,0,旧车
1.6,47,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,47,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.2,46,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,45,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.6,44,女,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.6,43,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.6,43,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,43,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,42,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.6,41,女,已婚,4,公司,有,有防盗装置,国产,0,旧车
1.6,41,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.6,41,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,41,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,40,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
2.2,40,男,已婚,4,私人,有,有防盗装置,进口,1,旧车
1.6,39,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,39,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,39,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,39,男,已婚,4,私人,无,无防盗装置,国产,1,旧车
1.8,39,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,39,女,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.8,38,女,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,37,女,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.8,35,女,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.6,34,男,已婚,4,公司,有,无防盗装置,国产,1,旧车
1.8,34,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
2,34,男,已婚,4,私人,无,有防盗装置,进口,0,旧车
1.8,33,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.6,32,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,32,男,已婚,4,公司,有,有防盗装置,国产,0,旧车
1.8,31,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,28,男,未婚,4,公司,无,无防盗装置,国产,0,旧车
1.8,25,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,24,男,已婚,4,公司,有,无防盗装置,国产,1,旧车
1.8,23,男,已婚,4,政府,有,有防盗装置,国产,0,旧车
1.6,58,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,55,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,54,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,54,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,53,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
3,53,男,已婚,4,私人,有,有防盗装置,进口,0,旧车
1.8,51,男,已婚,4,公司,有,有防盗装置,国产,1,旧车
1.6,50,男,已婚,4,政府,无,无防盗装置,国产,0,旧车
1.8,49,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,49,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,48,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2.4,48,男,已婚,4,私人,有,有防盗装置,进口,0,旧车
1.6,46,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,46,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
1.8,46,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,45,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,44,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,44,男,已婚,4,私人,有,有防盗装置,国产,1,旧车
2,44,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,43,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,42,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,42,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,41,女,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,41,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,41,女,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,40,男,已婚,4,公司,无,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
2,40,男,已婚,4,公司,无,无防盗装置,国产,0,旧车
1.8,39,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.8,39,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,39,男,已婚,4,公司,无,无防盗装置,进口,0,旧车
1.8,39,男,已婚,4,私人,有,有防盗装置,国产,1,旧车
1.8,39,女,已婚,4,私人,有,无防盗装置,国产,1,旧车
2,39,女,已婚,4,公司,有,无防盗装置,进口,0,旧车
2,39,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.6,38,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,38,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,38,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,37,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,37,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,35,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.6,35,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.6,34,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,34,男,已婚,4,私人,有,有防盗装置,国产,1,旧车
1.6,34,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,34,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,34,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2.2,34,男,已婚,4,私人,无,有防盗装置,进口,1,旧车
1.4,32,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
2,31,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,30,女,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,30,男,未婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,30,男,已婚,4,公司,有,无防盗装置,国产,0,旧车
1.8,28,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
3,25,男,已婚,4,政府,有,无防盗装置,进口,0,旧车
1.6,55,男,已婚,4,私人,无,有防盗装置,国产,1,旧车
1.8,54,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,53,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1,50,男,已婚,4,公司,无,无防盗装置,国产,0,旧车
1.8,50,男,已婚,4,公司,有,有防盗装置,国产,1,旧车
1.8,49,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
3,49,男,已婚,4,私人,无,有防盗装置,进口,0,旧车
1.6,48,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.6,47,女,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,47,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,47,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,46,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,45,男,已婚,4,公司,有,无防盗装置,进口,1,旧车
2.5,45,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,44,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,43,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,43,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,42,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.6,41,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,41,男,已婚,4,私人,无,有防盗装置,国产,1,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.8,41,女,已婚,4,私人,有,有防盗装置,进口,1,旧车
2,41,男,已婚,4,公司,无,有防盗装置,国产,0,旧车
2.2,41,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2.3,41,男,已婚,4,私人,有,无防盗装置,进口,1,旧车
3,41,女,已婚,4,私人,无,无防盗装置,进口,1,旧车
1.6,40,男,已婚,4,政府,有,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,私人,无,无防盗装置,进口,0,旧车
1.8,40,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,40,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
2,40,女,已婚,4,私人,有,有防盗装置,进口,0,旧车
2,40,男,已婚,4,私人,有,有防盗装置,进口,0,旧车
2.4,40,女,已婚,4,私人,有,无防盗装置,进口,0,旧车
3,40,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,39,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
2.4,39,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
2.3,38,男,已婚,4,私人,无,无防盗装置,国产,0,旧车
1.6,37,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.6,37,女,已婚,4,私人,无,无防盗装置,国产,1,旧车
2,37,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.4,36,男,已婚,4,私人,有,无防盗装置,国产,1,旧车
1.6,36,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,36,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2.5,36,男,已婚,4,私人,有,有防盗装置,进口,1,旧车
1.6,35,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,35,男,已婚,4,公司,无,无防盗装置,进口,0,旧车
1.8,35,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,35,女,已婚,4,公司,有,无防盗装置,进口,1,旧车
1.8,35,女,已婚,4,私人,有,无防盗装置,国产,1,旧车
2,35,女,已婚,4,私人,有,无防盗装置,进口,0,旧车
1.8,34,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,34,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,34,男,已婚,4,私人,有,无防盗装置,进口,0,旧车
2.3,34,男,已婚,4,公司,有,无防盗装置,进口,0,旧车
1.8,33,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,33,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,33,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,33,女,已婚,4,私人,有,有防盗装置,进口,1,旧车
1.8,32,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
2,32,男,已婚,4,公司,有,无防盗装置,进口,1,旧车
1.6,30,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,30,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,30,男,已婚,4,私人,有,有防盗装置,国产,0,旧车
1.8,29,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,29,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.2,28,男,已婚,4,私人,有,无防盗装置,国产,0,旧车
1.4,28,女,已婚,4,私人,有,无防盗装置,国产,0,旧车
3,26,男,未婚,4,公司,有,有防盗装置,国产,0,旧车
1,24,男,未婚,4,公司,有,无防盗装置,国产,0,旧车
1.6,24,男,未婚,4,私人,有,无防盗装置,国产,0,旧车
1.8,24,男,未婚,4,公司,有,有防盗装置,国产,0,旧车
1.8,24,男,已婚,4,公司,无,无防盗装置,进口,1,旧车
1.6,66,男,已婚,4,私人,有,无防盗装置,进口,1,新车
1.8,63,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.4,62,男,已婚,4,私人,有,有防盗装置,进口,1,新车
1.6,62,男,已婚,4,私人,有,无防盗装置,进口,1,新车
1.8,62,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.6,60,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,58,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2,58,男,已婚,4,私人,有,有防盗装置,国产,1,新车
2.3,58,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.8,57,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.3,56,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.6,56,男,已婚,4,私人,有,有防盗装置,国产,0,新车
1.8,56,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2.5,55,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1,54,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,54,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.6,54,男,已婚,4,私人,无,无防盗装置,国产,1,新车
1.8,54,男,已婚,4,公司,有,有防盗装置,进口,0,新车
2,54,男,已婚,4,私人,有,无防盗装置,进口,1,新车
1.5,52,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.6,52,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2,52,男,已婚,4,私人,有,无防盗装置,进口,0,新车
2,52,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.6,51,女,已婚,4,公司,有,无防盗装置,国产,0,新车
1.8,51,男,已婚,4,政府,有,无防盗装置,国产,1,新车
2.8,51,女,已婚,4,私人,有,无防盗装置,进口,0,新车
3,51,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.3,50,女,已婚,4,私人,无,无防盗装置,国产,0,新车
1.4,50,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2,50,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2.8,50,男,已婚,4,私人,有,有防盗装置,进口,1,新车
1.6,49,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,49,男,已婚,4,私人,有,有防盗装置,进口,0,新车
1.8,49,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,49,男,已婚,4,私人,有,无防盗装置,国产,1,新车
2,49,男,已婚,4,私人,有,无防盗装置,国产,1,新车
2.5,49,男,已婚,4,私人,有,有防盗装置,进口,0,新车
1,48,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.6,48,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.8,48,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,48,男,已婚,4,私人,有,无防盗装置,国产,1,新车
3,48,男,已婚,4,私人,有,无防盗装置,进口,1,新车
1.6,47,男,已婚,4,公司,有,无防盗装置,国产,0,新车
1.6,47,男,已婚,4,公司,有,有防盗装置,国产,0,新车
1.6,47,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.8,47,女,已婚,4,私人,有,无防盗装置,进口,0,新车
1.8,47,男,已婚,4,公司,有,有防盗装置,进口,0,新车
1.8,47,男,已婚,4,私人,有,有防盗装置,进口,1,新车
1.8,47,男,已婚,4,私人,有,有防盗装置,国产,1,新车
1.8,47,男,已婚,4,私人,有,无防盗装置,进口,1,新车
2,47,男,已婚,4,私人,无,无防盗装置,国产,0,新车
2,47,男,已婚,4,私人,有,有防盗装置,进口,1,新车
3,47,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.5,46,男,已婚,4,私人,有,有防盗装置,国产,1,新车
1.6,46,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,46,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.8,46,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,46,男,已婚,4,私人,有,无防盗装置,国产,1,新车
2,46,女,已婚,4,私人,有,无防盗装置,进口,1,新车
1.3,45,男,已婚,4,私人,有,有防盗装置,进口,0,新车
1.8,45,男,已婚,4,公司,有,无防盗装置,国产,0,新车
1.8,45,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2,45,男,未婚,4,私人,有,有防盗装置,进口,0,新车
2.2,45,男,已婚,4,私人,无,无防盗装置,国产,0,新车
1.3,44,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,44,男,已婚,4,私人,有,有防盗装置,国产,0,新车
1.6,44,女,已婚,4,私人,有,无防盗装置,进口,0,新车
1.6,44,男,已婚,4,私人,有,无防盗装置,国产,1,新车
2,44,男,已婚,4,私人,有,无防盗装置,进口,0,新车
2,44,男,已婚,4,私人,有,无防盗装置,进口,1,新车
2,44,男,已婚,4,私人,有,无防盗装置,进口,1,新车
1.4,43,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,43,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,43,男,已婚,4,私人,有,有防盗装置,国产,0,新车
1.8,43,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,43,女,已婚,4,私人,有,有防盗装置,进口,0,新车
1.8,43,男,已婚,4,私人,有,无防盗装置,进口,1,新车
2,43,男,已婚,4,私人,有,有防盗装置,进口,0,新车
1,42,男,已婚,4,私人,无,无防盗装置,国产,0,新车
1.4,42,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.4,42,女,已婚,4,私人,有,无防盗装置,国产,1,新车
1.5,42,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,42,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.8,42,男,已婚,4,私人,有,无防盗装置,国产,0,新车
2.3,42,男,已婚,4,私人,有,无防盗装置,进口,1,新车
2.4,42,女,已婚,4,私人,有,无防盗装置,进口,0,新车
2.8,42,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.4,41,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,41,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,41,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.6,41,男,已婚,4,私人,有,无防盗装置,进口,1,新车
1.6,41,女,已婚,4,私人,有,有防盗装置,国产,1,新车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,0,新车
1.8,41,男,已婚,4,私人,有,无防盗装置,进口,0,新车
1.8,41,男,已婚,4,私人,有,有防盗装置,国产,0,新车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,1,新车
1.8,41,男,已婚,4,私人,有,无防盗装置,国产,1,新车
